language_code,language,seed,ranking_method,top_k,num_features,test_rows,test_groups,model_family,accuracy,best_params,cv_accuracy
en,English,52,welch,all,193,456,381,RF,0.8508771929824561,{'clf__n_estimators': 200},0.7720822695035461
en,English,52,welch_bonferroni,5,5,456,381,LR,0.8092105263157895,{'clf__C': 1},0.7752695035460992
en,English,52,welch_bonferroni,10,10,456,381,RF,0.8135964912280702,{'clf__n_estimators': 100},0.8082397163120568
en,English,52,welch_bonferroni,20,20,456,381,RF,0.8267543859649122,{'clf__n_estimators': 200},0.8103773049645391
en,English,52,welch_bonferroni,50,50,456,381,RF,0.8377192982456141,{'clf__n_estimators': 200},0.8061205673758867
en,English,52,welch_bonferroni,100,70,456,381,RF,0.8377192982456141,{'clf__n_estimators': 50},0.8098397163120568
en,English,52,welch_bonferroni,all,193,456,381,RF,0.8508771929824561,{'clf__n_estimators': 200},0.7720822695035461
es,Spanish,52,anova,5,5,49,25,LR,0.7142857142857143,{'clf__C': 0.1},0.6954081632653061
es,Spanish,52,anova,10,10,49,25,LR,0.7142857142857143,{'clf__C': 1},0.7078231292517005
es,Spanish,52,anova,20,20,49,25,LR,0.6938775510204082,{'clf__C': 10},0.7408163265306122
es,Spanish,52,anova,50,50,49,25,RF,0.6938775510204082,{'clf__n_estimators': 50},0.6954081632653061
es,Spanish,52,anova,100,69,49,25,LR,0.7142857142857143,{'clf__C': 0.1},0.7202380952380952
es,Spanish,52,anova,all,69,49,25,RF,0.7346938775510204,{'clf__n_estimators': 200},0.6871598639455783
es,Spanish,52,welch,5,5,49,25,LR,0.6326530612244898,{'clf__C': 0.1},0.6829081632653061
es,Spanish,52,welch,10,10,49,25,LR,0.6122448979591837,{'clf__C': 10},0.7116496598639455
es,Spanish,52,welch,20,20,49,25,LR,0.6326530612244898,{'clf__C': 1},0.6953231292517007
es,Spanish,52,welch,50,50,49,25,LR,0.6938775510204082,{'clf__C': 0.1},0.6706632653061224
es,Spanish,52,welch,100,69,49,25,LR,0.7142857142857143,{'clf__C': 0.1},0.7202380952380952
es,Spanish,52,welch,all,69,49,25,RF,0.7346938775510204,{'clf__n_estimators': 200},0.6871598639455783
es,Spanish,52,welch_bonferroni,5,5,49,25,SVM,0.6122448979591837,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6951530612244898
es,Spanish,52,welch_bonferroni,10,10,49,25,RF,0.6122448979591837,{'clf__n_estimators': 100},0.6620748299319728
es,Spanish,52,welch_bonferroni,20,20,49,25,LR,0.673469387755102,{'clf__C': 0.1},0.7119047619047619
es,Spanish,52,welch_bonferroni,50,50,49,25,RF,0.6938775510204082,{'clf__n_estimators': 100},0.6911564625850339
es,Spanish,52,welch_bonferroni,100,69,49,25,LR,0.7142857142857143,{'clf__C': 0.1},0.7202380952380952
es,Spanish,52,welch_bonferroni,all,69,49,25,RF,0.7346938775510204,{'clf__n_estimators': 200},0.6871598639455783
zh,Chinese,52,anova,5,5,135,45,LR,0.5925925925925926,{'clf__C': 1},0.7039890710382514
zh,Chinese,52,anova,10,10,135,45,SVM,0.6888888888888889,"{'clf__C': 10, 'clf__kernel': 'linear'}",0.723224043715847
zh,Chinese,52,anova,20,20,135,45,LR,0.7555555555555555,{'clf__C': 1},0.746448087431694
zh,Chinese,52,anova,50,50,135,45,LR,0.725925925925926,{'clf__C': 0.1},0.7466666666666667
zh,Chinese,52,anova,100,100,135,45,LR,0.8592592592592593,{'clf__C': 0.1},0.7235519125683061
zh,Chinese,52,anova,all,192,135,45,LR,0.8296296296296296,{'clf__C': 1},0.7336065573770492
zh,Chinese,52,welch,5,5,135,45,LR,0.674074074074074,{'clf__C': 1},0.6416939890710383
zh,Chinese,52,welch,10,10,135,45,LR,0.7037037037037037,{'clf__C': 0.1},0.6412568306010928
zh,Chinese,52,welch,20,20,135,45,LR,0.7555555555555555,{'clf__C': 0.1},0.6743169398907104
zh,Chinese,52,welch,50,50,135,45,LR,0.8518518518518519,{'clf__C': 0.1},0.7171038251366121
zh,Chinese,52,welch,100,100,135,45,LR,0.9333333333333333,{'clf__C': 10},0.7102732240437158
zh,Chinese,52,welch,all,192,135,45,LR,0.8296296296296296,{'clf__C': 1},0.7336065573770492
zh,Chinese,52,welch_bonferroni,5,5,135,45,LR,0.7185185185185186,{'clf__C': 0.1},0.6249726775956284
zh,Chinese,52,welch_bonferroni,10,10,135,45,LR,0.6962962962962963,{'clf__C': 1},0.6578142076502732
zh,Chinese,52,welch_bonferroni,20,20,135,45,SVM,0.7037037037037037,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7898907103825137
zh,Chinese,52,welch_bonferroni,50,50,135,45,LR,0.9111111111111111,{'clf__C': 1},0.7136612021857923
zh,Chinese,52,welch_bonferroni,100,100,135,45,LR,0.9185185185185185,{'clf__C': 10},0.7102732240437158
zh,Chinese,52,welch_bonferroni,all,192,135,45,LR,0.8296296296296296,{'clf__C': 1},0.7336065573770492
el,Greek,52,anova,5,5,45,29,SVM,0.7777777777777778,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6647058823529411
el,Greek,52,anova,10,10,45,29,RF,0.7555555555555555,{'clf__n_estimators': 200},0.7176470588235294
el,Greek,52,anova,20,20,45,29,RF,0.7777777777777778,{'clf__n_estimators': 100},0.7
el,Greek,52,anova,50,50,45,29,LR,0.8444444444444444,{'clf__C': 0.1},0.6941176470588235
el,Greek,52,anova,100,100,45,29,RF,0.8666666666666667,{'clf__n_estimators': 100},0.7294117647058823
el,Greek,52,anova,all,192,45,29,RF,0.8888888888888888,{'clf__n_estimators': 200},0.7529411764705883
el,Greek,52,welch,5,5,45,29,LR,0.7777777777777778,{'clf__C': 1},0.7058823529411764
el,Greek,52,welch,10,10,45,29,RF,0.7777777777777778,{'clf__n_estimators': 50},0.6705882352941176
el,Greek,52,welch,20,20,45,29,RF,0.8666666666666667,{'clf__n_estimators': 200},0.6764705882352942
el,Greek,52,welch,50,50,45,29,RF,0.9111111111111111,{'clf__n_estimators': 200},0.6941176470588235
el,Greek,52,welch,100,100,45,29,RF,0.8444444444444444,{'clf__n_estimators': 100},0.7176470588235294
el,Greek,52,welch,all,192,45,29,RF,0.8888888888888888,{'clf__n_estimators': 200},0.7529411764705883
el,Greek,52,welch_bonferroni,5,5,45,29,LR,0.7777777777777778,{'clf__C': 1},0.7058823529411764
el,Greek,52,welch_bonferroni,10,10,45,29,RF,0.8,{'clf__n_estimators': 100},0.6647058823529411
el,Greek,52,welch_bonferroni,20,20,45,29,RF,0.8444444444444444,{'clf__n_estimators': 100},0.6764705882352942
el,Greek,52,welch_bonferroni,50,50,45,29,RF,0.8888888888888888,{'clf__n_estimators': 50},0.6882352941176471
el,Greek,52,welch_bonferroni,100,100,45,29,LR,0.8666666666666667,{'clf__C': 0.1},0.6647058823529411
el,Greek,52,welch_bonferroni,all,192,45,29,RF,0.8888888888888888,{'clf__n_estimators': 200},0.7529411764705883
en,English,53,anova,5,5,472,381,RF,0.8326271186440678,{'clf__n_estimators': 100},0.7932111043846752
en,English,53,anova,10,10,472,381,RF,0.8580508474576272,{'clf__n_estimators': 200},0.8135893222635419
en,English,53,anova,20,20,472,381,LR,0.8411016949152542,{'clf__C': 1},0.793753062930612
en,English,53,anova,50,50,472,381,RF,0.8538135593220338,{'clf__n_estimators': 100},0.814108218743694
en,English,53,anova,100,100,472,381,LR,0.8538135593220338,{'clf__C': 10},0.7637190463835799
en,English,53,anova,all,193,472,381,RF,0.864406779661017,{'clf__n_estimators': 50},0.768001383723947
en,English,53,welch,5,5,472,381,RF,0.8241525423728814,{'clf__n_estimators': 100},0.7808743405690565
en,English,53,welch,10,10,472,381,RF,0.8453389830508474,{'clf__n_estimators': 100},0.8076868748018103
en,English,53,welch,20,20,472,381,LR,0.847457627118644,{'clf__C': 0.1},0.7942834904436564
en,English,53,welch,50,50,472,381,LR,0.8538135593220338,{'clf__C': 0.1},0.801255441206146
en,English,53,welch,100,70,472,381,RF,0.8601694915254238,{'clf__n_estimators': 100},0.8114286949753524
en,English,53,welch,all,193,472,381,RF,0.864406779661017,{'clf__n_estimators': 50},0.768001383723947
en,English,53,welch_bonferroni,5,5,472,381,LR,0.8283898305084746,{'clf__C': 1},0.7610265502032345
en,English,53,welch_bonferroni,10,10,472,381,LR,0.8283898305084746,{'clf__C': 0.1},0.7814119749776587
en,English,53,welch_bonferroni,20,20,472,381,LR,0.8559322033898306,{'clf__C': 0.1},0.7996483034967857
en,English,53,welch_bonferroni,50,50,472,381,LR,0.8495762711864406,{'clf__C': 0.1},0.7980397244083139
en,English,53,welch_bonferroni,100,70,472,381,RF,0.8622881355932204,{'clf__n_estimators': 200},0.8071377093603159
en,English,53,welch_bonferroni,all,193,472,381,RF,0.864406779661017,{'clf__n_estimators': 50},0.768001383723947
es,Spanish,53,anova,5,5,43,25,RF,0.7906976744186046,{'clf__n_estimators': 50},0.6626938775510205
es,Spanish,53,anova,10,10,43,25,LR,0.7906976744186046,{'clf__C': 10},0.6666122448979592
es,Spanish,53,anova,20,20,43,25,LR,0.7906976744186046,{'clf__C': 1},0.7027755102040816
es,Spanish,53,anova,50,50,43,25,RF,0.8604651162790697,{'clf__n_estimators': 200},0.6547755102040816
es,Spanish,53,anova,100,69,43,25,RF,0.8372093023255814,{'clf__n_estimators': 200},0.658530612244898
es,Spanish,53,anova,all,69,43,25,LR,0.813953488372093,{'clf__C': 0.1},0.695265306122449
es,Spanish,53,welch,5,5,43,25,SVM,0.6976744186046512,"{'clf__C': 10, 'clf__kernel': 'linear'}",0.6824489795918367
es,Spanish,53,welch,10,10,43,25,LR,0.6976744186046512,{'clf__C': 10},0.7026122448979593
es,Spanish,53,welch,20,20,43,25,SVM,0.7209302325581395,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6505306122448979
es,Spanish,53,welch,50,50,43,25,LR,0.813953488372093,{'clf__C': 1},0.6910204081632653
es,Spanish,53,welch,100,69,43,25,LR,0.813953488372093,{'clf__C': 0.1},0.695265306122449
es,Spanish,53,welch,all,69,43,25,LR,0.813953488372093,{'clf__C': 0.1},0.695265306122449
es,Spanish,53,welch_bonferroni,5,5,43,25,SVM,0.813953488372093,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6543673469387755
es,Spanish,53,welch_bonferroni,10,10,43,25,LR,0.6976744186046512,{'clf__C': 10},0.7026122448979593
es,Spanish,53,welch_bonferroni,20,20,43,25,SVM,0.7674418604651163,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6660408163265307
es,Spanish,53,welch_bonferroni,50,50,43,25,LR,0.813953488372093,{'clf__C': 1},0.6910204081632653
es,Spanish,53,welch_bonferroni,100,69,43,25,RF,0.8604651162790697,{'clf__n_estimators': 200},0.6666122448979592
es,Spanish,53,welch_bonferroni,all,69,43,25,LR,0.813953488372093,{'clf__C': 0.1},0.695265306122449
zh,Chinese,53,anova,5,5,89,45,RF,0.6966292134831461,{'clf__n_estimators': 200},0.5485714285714285
zh,Chinese,53,anova,10,10,89,45,SVM,0.7528089887640449,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6514285714285715
zh,Chinese,53,anova,20,20,89,45,SVM,0.8202247191011236,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6428571428571429
zh,Chinese,53,anova,50,50,89,45,RF,0.797752808988764,{'clf__n_estimators': 200},0.6714285714285714
zh,Chinese,53,anova,100,100,89,45,RF,0.8202247191011236,{'clf__n_estimators': 100},0.6657142857142857
zh,Chinese,53,anova,all,192,89,45,RF,0.8089887640449438,{'clf__n_estimators': 50},0.6571428571428573
zh,Chinese,53,welch,5,5,89,45,RF,0.6741573033707865,{'clf__n_estimators': 50},0.6
zh,Chinese,53,welch,10,10,89,45,RF,0.6629213483146067,{'clf__n_estimators': 200},0.6228571428571428
zh,Chinese,53,welch,20,20,89,45,SVM,0.7191011235955056,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7142857142857143
zh,Chinese,53,welch,50,50,89,45,LR,0.8089887640449438,{'clf__C': 10},0.6857142857142857
zh,Chinese,53,welch,100,100,89,45,LR,0.8426966292134831,{'clf__C': 1},0.6542857142857144
zh,Chinese,53,welch,all,192,89,45,RF,0.8089887640449438,{'clf__n_estimators': 50},0.6571428571428573
zh,Chinese,53,welch_bonferroni,5,5,89,45,RF,0.6853932584269663,{'clf__n_estimators': 100},0.6
zh,Chinese,53,welch_bonferroni,10,10,89,45,RF,0.6741573033707865,{'clf__n_estimators': 50},0.6428571428571429
zh,Chinese,53,welch_bonferroni,20,20,89,45,SVM,0.7303370786516854,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6885714285714286
zh,Chinese,53,welch_bonferroni,50,50,89,45,LR,0.8089887640449438,{'clf__C': 10},0.6714285714285715
zh,Chinese,53,welch_bonferroni,100,100,89,45,LR,0.8089887640449438,{'clf__C': 0.1},0.6485714285714285
zh,Chinese,53,welch_bonferroni,all,192,89,45,RF,0.8089887640449438,{'clf__n_estimators': 50},0.6571428571428573
el,Greek,53,anova,5,5,38,29,DT,0.7105263157894737,{'clf__max_depth': 10},0.6831746031746032
el,Greek,53,anova,10,10,38,29,LR,0.5789473684210527,{'clf__C': 0.1},0.7622222222222221
el,Greek,53,anova,20,20,38,29,SVM,0.7631578947368421,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7903174603174603
el,Greek,53,anova,50,50,38,29,SVM,0.6578947368421053,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.819047619047619
el,Greek,53,anova,100,100,38,29,SVM,0.7894736842105263,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7852380952380953
el,Greek,53,anova,all,192,38,29,SVM,0.7368421052631579,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7796825396825398
el,Greek,53,welch,5,5,38,29,SVM,0.6842105263157895,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7514285714285714
el,Greek,53,welch,10,10,38,29,SVM,0.7105263157894737,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7287301587301588
el,Greek,53,welch,20,20,38,29,SVM,0.7368421052631579,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7285714285714285
el,Greek,53,welch,50,50,38,29,RF,0.6842105263157895,{'clf__n_estimators': 200},0.7576190476190476
el,Greek,53,welch,100,100,38,29,SVM,0.7631578947368421,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7395238095238096
el,Greek,53,welch,all,192,38,29,SVM,0.7368421052631579,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7796825396825398
el,Greek,53,welch_bonferroni,5,5,38,29,SVM,0.6842105263157895,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7514285714285714
el,Greek,53,welch_bonferroni,10,10,38,29,RF,0.6052631578947368,{'clf__n_estimators': 50},0.7519047619047619
el,Greek,53,welch_bonferroni,20,20,38,29,RF,0.7631578947368421,{'clf__n_estimators': 50},0.7633333333333333
el,Greek,53,welch_bonferroni,50,50,38,29,SVM,0.7894736842105263,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7622222222222221
el,Greek,53,welch_bonferroni,100,100,38,29,SVM,0.7631578947368421,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7393650793650794
el,Greek,53,welch_bonferroni,all,192,38,29,SVM,0.7368421052631579,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7796825396825398
en,English,54,anova,5,5,473,381,RF,0.8181818181818182,{'clf__n_estimators': 100},0.804972757934792
en,English,54,anova,10,10,473,381,RF,0.8224101479915433,{'clf__n_estimators': 200},0.8226801003199862
en,English,54,anova,20,20,473,381,RF,0.8118393234672304,{'clf__n_estimators': 200},0.8033223788520857
en,English,54,anova,50,50,473,381,RF,0.8456659619450317,{'clf__n_estimators': 50},0.8151532185995561
en,English,54,anova,100,100,473,381,RF,0.8456659619450317,{'clf__n_estimators': 100},0.7883478912623598
en,English,54,anova,all,193,473,381,RF,0.8350951374207188,{'clf__n_estimators': 50},0.7867494018276687
en,English,54,welch,5,5,473,381,RF,0.7970401691331924,{'clf__n_estimators': 50},0.7861598777710513
en,English,54,welch,10,10,473,381,RF,0.8202959830866807,{'clf__n_estimators': 100},0.813022860272709
en,English,54,welch,20,20,473,381,DT,0.8266384778012685,{'clf__max_depth': 10},0.7796880855602641
en,English,54,welch,50,50,473,381,RF,0.8372093023255814,{'clf__n_estimators': 50},0.8087044884545534
en,English,54,welch,100,70,473,381,RF,0.8435517970401691,{'clf__n_estimators': 100},0.8215990659863358
en,English,54,welch,all,193,473,381,RF,0.8350951374207188,{'clf__n_estimators': 50},0.7867494018276687
en,English,54,welch_bonferroni,5,5,473,381,RF,0.8308668076109936,{'clf__n_estimators': 50},0.8140664187494595
en,English,54,welch_bonferroni,10,10,473,381,DT,0.8160676532769556,{'clf__max_depth': 10},0.7845368848914641
en,English,54,welch_bonferroni,20,20,473,381,RF,0.8224101479915433,{'clf__n_estimators': 100},0.8129925913113668
en,English,54,welch_bonferroni,50,50,473,381,RF,0.8414376321353065,{'clf__n_estimators': 200},0.8087131367292224
en,English,54,welch_bonferroni,100,70,473,381,RF,0.8435517970401691,{'clf__n_estimators': 100},0.8156980599037158
en,English,54,welch_bonferroni,all,193,473,381,RF,0.8350951374207188,{'clf__n_estimators': 50},0.7867494018276687
es,Spanish,54,anova,5,5,50,25,LR,0.78,{'clf__C': 10},0.6693877551020408
es,Spanish,54,anova,10,10,50,25,LR,0.76,{'clf__C': 1},0.6735544217687075
es,Spanish,54,anova,20,20,50,25,LR,0.74,{'clf__C': 0.1},0.6529761904761905
es,Spanish,54,anova,50,50,50,25,RF,0.78,{'clf__n_estimators': 50},0.657142857142857
es,Spanish,54,anova,100,69,50,25,LR,0.82,{'clf__C': 0.1},0.6858843537414966
es,Spanish,54,anova,all,69,50,25,LR,0.82,{'clf__C': 0.1},0.6858843537414966
es,Spanish,54,welch,5,5,50,25,LR,0.76,{'clf__C': 0.1},0.6651360544217687
es,Spanish,54,welch,10,10,50,25,LR,0.72,{'clf__C': 1},0.6528061224489796
es,Spanish,54,welch,20,20,50,25,LR,0.76,{'clf__C': 10},0.6570578231292517
es,Spanish,54,welch,50,50,50,25,LR,0.76,{'clf__C': 0.1},0.6821428571428572
es,Spanish,54,welch,100,69,50,25,LR,0.82,{'clf__C': 0.1},0.6858843537414966
es,Spanish,54,welch,all,69,50,25,LR,0.82,{'clf__C': 0.1},0.6858843537414966
es,Spanish,54,welch_bonferroni,5,5,50,25,LR,0.74,{'clf__C': 1},0.6608843537414966
es,Spanish,54,welch_bonferroni,10,10,50,25,LR,0.72,{'clf__C': 10},0.6694727891156462
es,Spanish,54,welch_bonferroni,20,20,50,25,DT,0.78,{'clf__max_depth': 10},0.5702380952380952
es,Spanish,54,welch_bonferroni,50,50,50,25,LR,0.78,{'clf__C': 0.1},0.6944727891156462
es,Spanish,54,welch_bonferroni,100,69,50,25,LR,0.82,{'clf__C': 0.1},0.6858843537414966
es,Spanish,54,welch_bonferroni,all,69,50,25,LR,0.82,{'clf__C': 0.1},0.6858843537414966
zh,Chinese,54,anova,5,5,68,45,RF,0.7352941176470589,{'clf__n_estimators': 50},0.6734414414414414
zh,Chinese,54,anova,10,10,68,45,RF,0.7794117647058824,{'clf__n_estimators': 100},0.6787747747747748
zh,Chinese,54,anova,20,20,68,45,RF,0.75,{'clf__n_estimators': 50},0.6895495495495496
zh,Chinese,54,anova,50,50,68,45,RF,0.7941176470588235,{'clf__n_estimators': 200},0.6923243243243242
zh,Chinese,54,anova,100,100,68,45,LR,0.8382352941176471,{'clf__C': 10},0.6302702702702702
zh,Chinese,54,anova,all,192,68,45,SVM,0.8235294117647058,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6733693693693694
zh,Chinese,54,welch,5,5,68,45,RF,0.7941176470588235,{'clf__n_estimators': 100},0.606018018018018
zh,Chinese,54,welch,10,10,68,45,SVM,0.8382352941176471,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.649045045045045
zh,Chinese,54,welch,20,20,68,45,SVM,0.7941176470588235,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6734774774774774
zh,Chinese,54,welch,50,50,68,45,SVM,0.8382352941176471,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6761081081081082
zh,Chinese,54,welch,100,100,68,45,SVM,0.8676470588235294,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6923243243243242
zh,Chinese,54,welch,all,192,68,45,SVM,0.8235294117647058,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6733693693693694
zh,Chinese,54,welch_bonferroni,5,5,68,45,RF,0.8088235294117647,{'clf__n_estimators': 50},0.6167207207207207
zh,Chinese,54,welch_bonferroni,10,10,68,45,RF,0.7941176470588235,{'clf__n_estimators': 100},0.6545585585585585
zh,Chinese,54,welch_bonferroni,20,20,68,45,SVM,0.7941176470588235,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6734774774774774
zh,Chinese,54,welch_bonferroni,50,50,68,45,SVM,0.8529411764705882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6788108108108108
zh,Chinese,54,welch_bonferroni,100,100,68,45,SVM,0.8823529411764706,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6869189189189189
zh,Chinese,54,welch_bonferroni,all,192,68,45,SVM,0.8235294117647058,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6733693693693694
el,Greek,54,anova,5,5,41,29,LR,0.6829268292682927,{'clf__C': 10},0.6884033613445378
el,Greek,54,anova,10,10,41,29,SVM,0.6341463414634146,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7403361344537815
el,Greek,54,anova,20,20,41,29,RF,0.7317073170731707,{'clf__n_estimators': 100},0.780672268907563
el,Greek,54,anova,50,50,41,29,RF,0.7560975609756098,{'clf__n_estimators': 200},0.7521008403361346
el,Greek,54,anova,100,100,41,29,RF,0.7804878048780488,{'clf__n_estimators': 100},0.7865546218487395
el,Greek,54,anova,all,192,41,29,RF,0.7073170731707317,{'clf__n_estimators': 50},0.775126050420168
el,Greek,54,welch,5,5,41,29,LR,0.7560975609756098,{'clf__C': 1},0.7003361344537815
el,Greek,54,welch,10,10,41,29,LR,0.7073170731707317,{'clf__C': 10},0.7010084033613445
el,Greek,54,welch,20,20,41,29,LR,0.7560975609756098,{'clf__C': 10},0.6605042016806723
el,Greek,54,welch,50,50,41,29,RF,0.7317073170731707,{'clf__n_estimators': 200},0.7695798319327732
el,Greek,54,welch,100,100,41,29,LR,0.7317073170731707,{'clf__C': 1},0.7062184873949581
el,Greek,54,welch,all,192,41,29,RF,0.7073170731707317,{'clf__n_estimators': 50},0.775126050420168
el,Greek,54,welch_bonferroni,5,5,41,29,LR,0.7560975609756098,{'clf__C': 1},0.7003361344537815
el,Greek,54,welch_bonferroni,10,10,41,29,LR,0.7073170731707317,{'clf__C': 10},0.7010084033613445
el,Greek,54,welch_bonferroni,20,20,41,29,RF,0.7073170731707317,{'clf__n_estimators': 200},0.6998319327731093
el,Greek,54,welch_bonferroni,50,50,41,29,RF,0.7560975609756098,{'clf__n_estimators': 200},0.7521008403361346
el,Greek,54,welch_bonferroni,100,100,41,29,LR,0.7560975609756098,{'clf__C': 1},0.6833613445378153
el,Greek,54,welch_bonferroni,all,192,41,29,RF,0.7073170731707317,{'clf__n_estimators': 50},0.775126050420168
en,English,55,anova,5,5,458,381,RF,0.8122270742358079,{'clf__n_estimators': 200},0.8118567375886524
en,English,55,anova,10,10,458,381,RF,0.8296943231441049,{'clf__n_estimators': 200},0.8246297872340425
en,English,55,anova,20,20,458,381,RF,0.8209606986899564,{'clf__n_estimators': 200},0.8080907801418439
en,English,55,anova,50,50,458,381,RF,0.8384279475982532,{'clf__n_estimators': 200},0.820363120567376
en,English,55,anova,100,100,458,381,RF,0.8318777292576419,{'clf__n_estimators': 100},0.7889815602836879
en,English,55,anova,all,193,458,381,RF,0.8318777292576419,{'clf__n_estimators': 100},0.7809957446808511
en,English,55,welch,5,5,458,381,RF,0.8100436681222707,{'clf__n_estimators': 200},0.8043886524822694
en,English,55,welch,10,10,458,381,LR,0.7947598253275109,{'clf__C': 0.1},0.7852198581560283
en,English,55,welch,20,20,458,381,LR,0.8187772925764192,{'clf__C': 0.1},0.8012113475177305
en,English,55,welch,50,50,458,381,RF,0.834061135371179,{'clf__n_estimators': 200},0.8091843971631206
en,English,55,welch,100,70,458,381,RF,0.8362445414847162,{'clf__n_estimators': 200},0.8214326241134751
en,English,55,welch,all,193,458,381,RF,0.8318777292576419,{'clf__n_estimators': 100},0.7809957446808511
en,English,55,welch_bonferroni,5,5,458,381,RF,0.7991266375545851,{'clf__n_estimators': 200},0.7755546099290779
en,English,55,welch_bonferroni,10,10,458,381,RF,0.8296943231441049,{'clf__n_estimators': 100},0.8144851063829787
en,English,55,welch_bonferroni,20,20,458,381,RF,0.834061135371179,{'clf__n_estimators': 100},0.8112950354609929
en,English,55,welch_bonferroni,50,50,458,381,RF,0.8384279475982532,{'clf__n_estimators': 200},0.810777304964539
en,English,55,welch_bonferroni,100,70,458,381,RF,0.8406113537117904,{'clf__n_estimators': 200},0.8176964539007093
en,English,55,welch_bonferroni,all,193,458,381,RF,0.8318777292576419,{'clf__n_estimators': 100},0.7809957446808511
es,Spanish,55,anova,5,5,64,25,DT,0.703125,{'clf__max_depth': 10},0.6358454106280194
es,Spanish,55,anova,10,10,64,25,LR,0.640625,{'clf__C': 0.1},0.6927536231884058
es,Spanish,55,anova,20,20,64,25,DT,0.75,{'clf__max_depth': 10},0.6094685990338163
es,Spanish,55,anova,50,50,64,25,RF,0.75,{'clf__n_estimators': 200},0.6796135265700483
es,Spanish,55,anova,100,69,64,25,LR,0.796875,{'clf__C': 0.1},0.6935265700483091
es,Spanish,55,anova,all,69,64,25,LR,0.796875,{'clf__C': 0.1},0.6935265700483091
es,Spanish,55,welch,5,5,64,25,LR,0.6875,{'clf__C': 10},0.6885024154589371
es,Spanish,55,welch,10,10,64,25,LR,0.703125,{'clf__C': 1},0.6928502415458937
es,Spanish,55,welch,20,20,64,25,DT,0.703125,{'clf__max_depth': 10},0.6140096618357488
es,Spanish,55,welch,50,50,64,25,LR,0.734375,{'clf__C': 0.1},0.6581642512077295
es,Spanish,55,welch,100,69,64,25,LR,0.796875,{'clf__C': 0.1},0.6935265700483091
es,Spanish,55,welch,all,69,64,25,LR,0.796875,{'clf__C': 0.1},0.6935265700483091
es,Spanish,55,welch_bonferroni,5,5,64,25,LR,0.6875,{'clf__C': 0.1},0.6623188405797101
es,Spanish,55,welch_bonferroni,10,10,64,25,LR,0.65625,{'clf__C': 0.1},0.6882125603864735
es,Spanish,55,welch_bonferroni,20,20,64,25,SVM,0.71875,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6794202898550725
es,Spanish,55,welch_bonferroni,50,50,64,25,LR,0.71875,{'clf__C': 0.1},0.662608695652174
es,Spanish,55,welch_bonferroni,100,69,64,25,LR,0.796875,{'clf__C': 0.1},0.6935265700483091
es,Spanish,55,welch_bonferroni,all,69,64,25,LR,0.796875,{'clf__C': 0.1},0.6935265700483091
zh,Chinese,55,anova,5,5,67,45,LR,0.7014925373134329,{'clf__C': 1},0.6063423423423424
zh,Chinese,55,anova,10,10,67,45,RF,0.7611940298507462,{'clf__n_estimators': 50},0.6495135135135135
zh,Chinese,55,anova,20,20,67,45,RF,0.7761194029850746,{'clf__n_estimators': 50},0.7063063063063062
zh,Chinese,55,anova,50,50,67,45,RF,0.8059701492537313,{'clf__n_estimators': 200},0.6872432432432432
zh,Chinese,55,anova,100,100,67,45,RF,0.8208955223880597,{'clf__n_estimators': 200},0.6819819819819819
zh,Chinese,55,anova,all,192,67,45,RF,0.835820895522388,{'clf__n_estimators': 200},0.6793513513513514
