Loading manifest and rich feature table
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=20 model=rf:n200 bal_acc=0.674 auroc=0.931
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:linear_c1 bal_acc=0.868 auroc=0.913
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:rbf_c1 bal_acc=0.889 auroc=0.913
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=50 model=lr:c1 bal_acc=0.833 auroc=0.962
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=50 model=dt:depth20 bal_acc=0.847 auroc=0.847
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=50 model=rf:n200 bal_acc=0.799 auroc=0.979
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:linear_c1 bal_acc=0.896 auroc=0.948
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:rbf_c1 bal_acc=0.826 auroc=0.934
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=100 model=lr:c1 bal_acc=0.847 auroc=0.955
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=100 model=dt:depth20 bal_acc=0.722 auroc=0.722
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=100 model=rf:n200 bal_acc=0.736 auroc=0.972
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:linear_c1 bal_acc=0.847 auroc=0.924
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:rbf_c1 bal_acc=0.868 auroc=0.944
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=all model=lr:c1 bal_acc=0.847 auroc=0.955
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=all model=dt:depth20 bal_acc=0.708 auroc=0.708
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=all model=rf:n200 bal_acc=0.674 auroc=0.962
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:linear_c1 bal_acc=0.847 auroc=0.924
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:rbf_c1 bal_acc=0.868 auroc=0.944
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=lr:c1 bal_acc=0.868 auroc=0.951
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=dt:depth20 bal_acc=0.646 auroc=0.646
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=rf:n200 bal_acc=0.611 auroc=0.868
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:linear_c1 bal_acc=0.854 auroc=0.965
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:rbf_c1 bal_acc=0.889 auroc=0.899
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=lr:c1 bal_acc=0.868 auroc=0.948
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=dt:depth20 bal_acc=0.535 auroc=0.535
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=rf:n200 bal_acc=0.750 auroc=0.927
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:linear_c1 bal_acc=0.903 auroc=0.962
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:rbf_c1 bal_acc=0.903 auroc=0.927
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=lr:c1 bal_acc=0.868 auroc=0.938
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=dt:depth20 bal_acc=0.750 auroc=0.750
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=rf:n200 bal_acc=0.674 auroc=0.931
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:linear_c1 bal_acc=0.868 auroc=0.913
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:rbf_c1 bal_acc=0.889 auroc=0.913
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=lr:c1 bal_acc=0.896 auroc=0.955
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=dt:depth20 bal_acc=0.771 auroc=0.771
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=rf:n200 bal_acc=0.799 auroc=0.979
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=svm:linear_c1 bal_acc=0.896 auroc=0.948
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=svm:rbf_c1 bal_acc=0.826 auroc=0.944
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=lr:c1 bal_acc=0.910 auroc=0.958
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=dt:depth20 bal_acc=0.847 auroc=0.847
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=rf:n200 bal_acc=0.750 auroc=0.984
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=svm:linear_c1 bal_acc=0.847 auroc=0.958
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=svm:rbf_c1 bal_acc=0.826 auroc=0.934
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=all model=lr:c1 bal_acc=0.896 auroc=0.969
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=all model=dt:depth20 bal_acc=0.708 auroc=0.708
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=all model=rf:n200 bal_acc=0.736 auroc=0.972
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=all model=svm:linear_c1 bal_acc=0.910 auroc=0.958
language_zh_pd_ctp_rich: subset=text_plus_pause_plus_acoustic top_k=all model=svm:rbf_c1 bal_acc=0.889 auroc=0.938
Running language_el_pd_ctp_rich: rows=133 groups=133 classes={1.0: 76, 0.0: 57}
language_el_pd_ctp_rich: train rows/groups=106/106 test rows/groups=27/27
language_el_pd_ctp_rich: subset=all_universal top_k=5 model=lr:c1 bal_acc=0.725 auroc=0.861
language_el_pd_ctp_rich: subset=all_universal top_k=5 model=dt:depth20 bal_acc=0.667 auroc=0.667
language_el_pd_ctp_rich: subset=all_universal top_k=5 model=rf:n200 bal_acc=0.800 auroc=0.956
language_el_pd_ctp_rich: subset=all_universal top_k=5 model=svm:linear_c1 bal_acc=0.817 auroc=0.883
language_el_pd_ctp_rich: subset=all_universal top_k=5 model=svm:rbf_c1 bal_acc=0.775 auroc=0.906
language_el_pd_ctp_rich: subset=all_universal top_k=10 model=lr:c1 bal_acc=0.725 auroc=0.833
language_el_pd_ctp_rich: subset=all_universal top_k=10 model=dt:depth20 bal_acc=0.767 auroc=0.767
language_el_pd_ctp_rich: subset=all_universal top_k=10 model=rf:n200 bal_acc=0.833 auroc=0.997
language_el_pd_ctp_rich: subset=all_universal top_k=10 model=svm:linear_c1 bal_acc=0.758 auroc=0.839
language_el_pd_ctp_rich: subset=all_universal top_k=10 model=svm:rbf_c1 bal_acc=0.642 auroc=0.878
language_el_pd_ctp_rich: subset=all_universal top_k=20 model=lr:c1 bal_acc=0.692 auroc=0.789
language_el_pd_ctp_rich: subset=all_universal top_k=20 model=dt:depth20 bal_acc=0.692 auroc=0.692
language_el_pd_ctp_rich: subset=all_universal top_k=20 model=rf:n200 bal_acc=0.800 auroc=0.900
language_el_pd_ctp_rich: subset=all_universal top_k=20 model=svm:linear_c1 bal_acc=0.692 auroc=0.806
language_el_pd_ctp_rich: subset=all_universal top_k=20 model=svm:rbf_c1 bal_acc=0.725 auroc=0.794
language_el_pd_ctp_rich: subset=all_universal top_k=50 model=lr:c1 bal_acc=0.733 auroc=0.767
language_el_pd_ctp_rich: subset=all_universal top_k=50 model=dt:depth20 bal_acc=0.842 auroc=0.842
language_el_pd_ctp_rich: subset=all_universal top_k=50 model=rf:n200 bal_acc=0.800 auroc=0.881
language_el_pd_ctp_rich: subset=all_universal top_k=50 model=svm:linear_c1 bal_acc=0.692 auroc=0.694
language_el_pd_ctp_rich: subset=all_universal top_k=50 model=svm:rbf_c1 bal_acc=0.733 auroc=0.789
language_el_pd_ctp_rich: subset=all_universal top_k=100 model=lr:c1 bal_acc=0.617 auroc=0.711
language_el_pd_ctp_rich: subset=all_universal top_k=100 model=dt:depth20 bal_acc=0.575 auroc=0.575
language_el_pd_ctp_rich: subset=all_universal top_k=100 model=rf:n200 bal_acc=0.725 auroc=0.872
language_el_pd_ctp_rich: subset=all_universal top_k=100 model=svm:linear_c1 bal_acc=0.617 auroc=0.722
language_el_pd_ctp_rich: subset=all_universal top_k=100 model=svm:rbf_c1 bal_acc=0.700 auroc=0.756
language_el_pd_ctp_rich: subset=all_universal top_k=all model=lr:c1 bal_acc=0.650 auroc=0.744
language_el_pd_ctp_rich: subset=all_universal top_k=all model=dt:depth20 bal_acc=0.575 auroc=0.575
language_el_pd_ctp_rich: subset=all_universal top_k=all model=rf:n200 bal_acc=0.842 auroc=0.906
language_el_pd_ctp_rich: subset=all_universal top_k=all model=svm:linear_c1 bal_acc=0.658 auroc=0.756
language_el_pd_ctp_rich: subset=all_universal top_k=all model=svm:rbf_c1 bal_acc=0.742 auroc=0.839
language_el_pd_ctp_rich: subset=text_only top_k=5 model=lr:c1 bal_acc=0.558 auroc=0.644
language_el_pd_ctp_rich: subset=text_only top_k=5 model=dt:depth20 bal_acc=0.542 auroc=0.542
language_el_pd_ctp_rich: subset=text_only top_k=5 model=rf:n200 bal_acc=0.525 auroc=0.539
language_el_pd_ctp_rich: subset=text_only top_k=5 model=svm:linear_c1 bal_acc=0.575 auroc=0.650
language_el_pd_ctp_rich: subset=text_only top_k=5 model=svm:rbf_c1 bal_acc=0.533 auroc=0.553
language_el_pd_ctp_rich: subset=text_only top_k=10 model=lr:c1 bal_acc=0.525 auroc=0.617
language_el_pd_ctp_rich: subset=text_only top_k=10 model=dt:depth20 bal_acc=0.375 auroc=0.375
language_el_pd_ctp_rich: subset=text_only top_k=10 model=rf:n200 bal_acc=0.592 auroc=0.572
language_el_pd_ctp_rich: subset=text_only top_k=10 model=svm:linear_c1 bal_acc=0.467 auroc=0.633
language_el_pd_ctp_rich: subset=text_only top_k=10 model=svm:rbf_c1 bal_acc=0.600 auroc=0.578
language_el_pd_ctp_rich: subset=text_only top_k=20 model=lr:c1 bal_acc=0.483 auroc=0.539
language_el_pd_ctp_rich: subset=text_only top_k=20 model=dt:depth20 bal_acc=0.592 auroc=0.592
language_el_pd_ctp_rich: subset=text_only top_k=20 model=rf:n200 bal_acc=0.658 auroc=0.578
language_el_pd_ctp_rich: subset=text_only top_k=20 model=svm:linear_c1 bal_acc=0.567 auroc=0.517
language_el_pd_ctp_rich: subset=text_only top_k=20 model=svm:rbf_c1 bal_acc=0.558 auroc=0.567
language_el_pd_ctp_rich: subset=text_only top_k=50 model=lr:c1 bal_acc=0.483 auroc=0.467
language_el_pd_ctp_rich: subset=text_only top_k=50 model=dt:depth20 bal_acc=0.525 auroc=0.525
language_el_pd_ctp_rich: subset=text_only top_k=50 model=rf:n200 bal_acc=0.658 auroc=0.667
language_el_pd_ctp_rich: subset=text_only top_k=50 model=svm:linear_c1 bal_acc=0.475 auroc=0.444
language_el_pd_ctp_rich: subset=text_only top_k=50 model=svm:rbf_c1 bal_acc=0.558 auroc=0.528
language_el_pd_ctp_rich: subset=text_only top_k=100 model=lr:c1 bal_acc=0.517 auroc=0.494
language_el_pd_ctp_rich: subset=text_only top_k=100 model=dt:depth20 bal_acc=0.567 auroc=0.567
language_el_pd_ctp_rich: subset=text_only top_k=100 model=rf:n200 bal_acc=0.658 auroc=0.639
language_el_pd_ctp_rich: subset=text_only top_k=100 model=svm:linear_c1 bal_acc=0.550 auroc=0.528
language_el_pd_ctp_rich: subset=text_only top_k=100 model=svm:rbf_c1 bal_acc=0.525 auroc=0.544
language_el_pd_ctp_rich: subset=text_only top_k=all model=lr:c1 bal_acc=0.517 auroc=0.494
language_el_pd_ctp_rich: subset=text_only top_k=all model=dt:depth20 bal_acc=0.600 auroc=0.600
language_el_pd_ctp_rich: subset=text_only top_k=all model=rf:n200 bal_acc=0.658 auroc=0.667
language_el_pd_ctp_rich: subset=text_only top_k=all model=svm:linear_c1 bal_acc=0.550 auroc=0.528
language_el_pd_ctp_rich: subset=text_only top_k=all model=svm:rbf_c1 bal_acc=0.525 auroc=0.544
language_el_pd_ctp_rich: subset=pause_only top_k=5 model=lr:c1 bal_acc=0.625 auroc=0.642
language_el_pd_ctp_rich: subset=pause_only top_k=5 model=dt:depth20 bal_acc=0.625 auroc=0.594
language_el_pd_ctp_rich: subset=pause_only top_k=5 model=rf:n200 bal_acc=0.658 auroc=0.642
language_el_pd_ctp_rich: subset=pause_only top_k=5 model=svm:linear_c1 bal_acc=0.625 auroc=0.642
language_el_pd_ctp_rich: subset=pause_only top_k=5 model=svm:rbf_c1 bal_acc=0.592 auroc=0.653
language_el_pd_ctp_rich: subset=pause_only top_k=10 model=lr:c1 bal_acc=0.592 auroc=0.519
language_el_pd_ctp_rich: subset=pause_only top_k=10 model=dt:depth20 bal_acc=0.467 auroc=0.594
language_el_pd_ctp_rich: subset=pause_only top_k=10 model=rf:n200 bal_acc=0.658 auroc=0.664
language_el_pd_ctp_rich: subset=pause_only top_k=10 model=svm:linear_c1 bal_acc=0.625 auroc=0.642
language_el_pd_ctp_rich: subset=pause_only top_k=10 model=svm:rbf_c1 bal_acc=0.625 auroc=0.581
language_el_pd_ctp_rich: subset=pause_only top_k=20 model=lr:c1 bal_acc=0.708 auroc=0.622
language_el_pd_ctp_rich: subset=pause_only top_k=20 model=dt:depth20 bal_acc=0.633 auroc=0.633
language_el_pd_ctp_rich: subset=pause_only top_k=20 model=rf:n200 bal_acc=0.583 auroc=0.631
language_el_pd_ctp_rich: subset=pause_only top_k=20 model=svm:linear_c1 bal_acc=0.683 auroc=0.606
language_el_pd_ctp_rich: subset=pause_only top_k=20 model=svm:rbf_c1 bal_acc=0.717 auroc=0.711
language_el_pd_ctp_rich: subset=pause_only top_k=50 model=lr:c1 bal_acc=0.675 auroc=0.617
language_el_pd_ctp_rich: subset=pause_only top_k=50 model=dt:depth20 bal_acc=0.600 auroc=0.600
language_el_pd_ctp_rich: subset=pause_only top_k=50 model=rf:n200 bal_acc=0.617 auroc=0.622
language_el_pd_ctp_rich: subset=pause_only top_k=50 model=svm:linear_c1 bal_acc=0.683 auroc=0.608
language_el_pd_ctp_rich: subset=pause_only top_k=50 model=svm:rbf_c1 bal_acc=0.717 auroc=0.717
language_el_pd_ctp_rich: subset=pause_only top_k=100 model=lr:c1 bal_acc=0.675 auroc=0.617
language_el_pd_ctp_rich: subset=pause_only top_k=100 model=dt:depth20 bal_acc=0.600 auroc=0.600
language_el_pd_ctp_rich: subset=pause_only top_k=100 model=rf:n200 bal_acc=0.617 auroc=0.622
language_el_pd_ctp_rich: subset=pause_only top_k=100 model=svm:linear_c1 bal_acc=0.683 auroc=0.608
language_el_pd_ctp_rich: subset=pause_only top_k=100 model=svm:rbf_c1 bal_acc=0.717 auroc=0.717
language_el_pd_ctp_rich: subset=pause_only top_k=all model=lr:c1 bal_acc=0.675 auroc=0.617
language_el_pd_ctp_rich: subset=pause_only top_k=all model=dt:depth20 bal_acc=0.633 auroc=0.633
language_el_pd_ctp_rich: subset=pause_only top_k=all model=rf:n200 bal_acc=0.583 auroc=0.661
language_el_pd_ctp_rich: subset=pause_only top_k=all model=svm:linear_c1 bal_acc=0.683 auroc=0.608
language_el_pd_ctp_rich: subset=pause_only top_k=all model=svm:rbf_c1 bal_acc=0.717 auroc=0.717
language_el_pd_ctp_rich: subset=speech_graph_only top_k=5 model=lr:c1 bal_acc=0.533 auroc=0.611
language_el_pd_ctp_rich: subset=speech_graph_only top_k=5 model=dt:depth20 bal_acc=0.583 auroc=0.556
language_el_pd_ctp_rich: subset=speech_graph_only top_k=5 model=rf:n200 bal_acc=0.508 auroc=0.539
language_el_pd_ctp_rich: subset=speech_graph_only top_k=5 model=svm:linear_c1 bal_acc=0.467 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=5 model=svm:rbf_c1 bal_acc=0.433 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=10 model=lr:c1 bal_acc=0.533 auroc=0.611
language_el_pd_ctp_rich: subset=speech_graph_only top_k=10 model=dt:depth20 bal_acc=0.583 auroc=0.556
language_el_pd_ctp_rich: subset=speech_graph_only top_k=10 model=rf:n200 bal_acc=0.508 auroc=0.539
language_el_pd_ctp_rich: subset=speech_graph_only top_k=10 model=svm:linear_c1 bal_acc=0.467 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=10 model=svm:rbf_c1 bal_acc=0.433 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=20 model=lr:c1 bal_acc=0.533 auroc=0.611
language_el_pd_ctp_rich: subset=speech_graph_only top_k=20 model=dt:depth20 bal_acc=0.583 auroc=0.556
language_el_pd_ctp_rich: subset=speech_graph_only top_k=20 model=rf:n200 bal_acc=0.508 auroc=0.539
language_el_pd_ctp_rich: subset=speech_graph_only top_k=20 model=svm:linear_c1 bal_acc=0.467 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=20 model=svm:rbf_c1 bal_acc=0.433 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=50 model=lr:c1 bal_acc=0.533 auroc=0.611
language_el_pd_ctp_rich: subset=speech_graph_only top_k=50 model=dt:depth20 bal_acc=0.583 auroc=0.556
language_el_pd_ctp_rich: subset=speech_graph_only top_k=50 model=rf:n200 bal_acc=0.508 auroc=0.539
language_el_pd_ctp_rich: subset=speech_graph_only top_k=50 model=svm:linear_c1 bal_acc=0.467 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=50 model=svm:rbf_c1 bal_acc=0.433 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=100 model=lr:c1 bal_acc=0.533 auroc=0.611
language_el_pd_ctp_rich: subset=speech_graph_only top_k=100 model=dt:depth20 bal_acc=0.583 auroc=0.556
language_el_pd_ctp_rich: subset=speech_graph_only top_k=100 model=rf:n200 bal_acc=0.508 auroc=0.539
language_el_pd_ctp_rich: subset=speech_graph_only top_k=100 model=svm:linear_c1 bal_acc=0.467 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=100 model=svm:rbf_c1 bal_acc=0.433 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=all model=lr:c1 bal_acc=0.533 auroc=0.611
language_el_pd_ctp_rich: subset=speech_graph_only top_k=all model=dt:depth20 bal_acc=0.583 auroc=0.556
language_el_pd_ctp_rich: subset=speech_graph_only top_k=all model=rf:n200 bal_acc=0.592 auroc=0.536
language_el_pd_ctp_rich: subset=speech_graph_only top_k=all model=svm:linear_c1 bal_acc=0.467 auroc=0.622
language_el_pd_ctp_rich: subset=speech_graph_only top_k=all model=svm:rbf_c1 bal_acc=0.433 auroc=0.622
language_el_pd_ctp_rich: subset=acoustic_only top_k=5 model=lr:c1 bal_acc=0.725 auroc=0.861
language_el_pd_ctp_rich: subset=acoustic_only top_k=5 model=dt:depth20 bal_acc=0.667 auroc=0.667
language_el_pd_ctp_rich: subset=acoustic_only top_k=5 model=rf:n200 bal_acc=0.800 auroc=0.956
language_el_pd_ctp_rich: subset=acoustic_only top_k=5 model=svm:linear_c1 bal_acc=0.817 auroc=0.883
language_el_pd_ctp_rich: subset=acoustic_only top_k=5 model=svm:rbf_c1 bal_acc=0.775 auroc=0.906
language_el_pd_ctp_rich: subset=acoustic_only top_k=10 model=lr:c1 bal_acc=0.767 auroc=0.894
language_el_pd_ctp_rich: subset=acoustic_only top_k=10 model=dt:depth20 bal_acc=0.800 auroc=0.800
language_el_pd_ctp_rich: subset=acoustic_only top_k=10 model=rf:n200 bal_acc=0.800 auroc=0.950
language_el_pd_ctp_rich: subset=acoustic_only top_k=10 model=svm:linear_c1 bal_acc=0.808 auroc=0.906
language_el_pd_ctp_rich: subset=acoustic_only top_k=10 model=svm:rbf_c1 bal_acc=0.783 auroc=0.906
language_el_pd_ctp_rich: subset=acoustic_only top_k=20 model=lr:c1 bal_acc=0.725 auroc=0.900
language_el_pd_ctp_rich: subset=acoustic_only top_k=20 model=dt:depth20 bal_acc=0.842 auroc=0.842
language_el_pd_ctp_rich: subset=acoustic_only top_k=20 model=rf:n200 bal_acc=0.800 auroc=0.956
language_el_pd_ctp_rich: subset=acoustic_only top_k=20 model=svm:linear_c1 bal_acc=0.808 auroc=0.911
language_el_pd_ctp_rich: subset=acoustic_only top_k=20 model=svm:rbf_c1 bal_acc=0.892 auroc=0.911
language_el_pd_ctp_rich: subset=acoustic_only top_k=50 model=lr:c1 bal_acc=0.850 auroc=0.922
language_el_pd_ctp_rich: subset=acoustic_only top_k=50 model=dt:depth20 bal_acc=0.667 auroc=0.667
language_el_pd_ctp_rich: subset=acoustic_only top_k=50 model=rf:n200 bal_acc=0.717 auroc=0.958
language_el_pd_ctp_rich: subset=acoustic_only top_k=50 model=svm:linear_c1 bal_acc=0.925 auroc=0.944
language_el_pd_ctp_rich: subset=acoustic_only top_k=50 model=svm:rbf_c1 bal_acc=0.892 auroc=0.906
language_el_pd_ctp_rich: subset=acoustic_only top_k=100 model=lr:c1 bal_acc=0.808 auroc=0.917
language_el_pd_ctp_rich: subset=acoustic_only top_k=100 model=dt:depth20 bal_acc=0.725 auroc=0.725
language_el_pd_ctp_rich: subset=acoustic_only top_k=100 model=rf:n200 bal_acc=0.842 auroc=0.953
language_el_pd_ctp_rich: subset=acoustic_only top_k=100 model=svm:linear_c1 bal_acc=0.808 auroc=0.911
language_el_pd_ctp_rich: subset=acoustic_only top_k=100 model=svm:rbf_c1 bal_acc=0.858 auroc=0.911
language_el_pd_ctp_rich: subset=acoustic_only top_k=all model=lr:c1 bal_acc=0.892 auroc=0.922
language_el_pd_ctp_rich: subset=acoustic_only top_k=all model=dt:depth20 bal_acc=0.883 auroc=0.883
language_el_pd_ctp_rich: subset=acoustic_only top_k=all model=rf:n200 bal_acc=0.883 auroc=0.961
language_el_pd_ctp_rich: subset=acoustic_only top_k=all model=svm:linear_c1 bal_acc=0.850 auroc=0.928
language_el_pd_ctp_rich: subset=acoustic_only top_k=all model=svm:rbf_c1 bal_acc=0.858 auroc=0.911
language_el_pd_ctp_rich: subset=text_plus_pause top_k=5 model=lr:c1 bal_acc=0.558 auroc=0.644
language_el_pd_ctp_rich: subset=text_plus_pause top_k=5 model=dt:depth20 bal_acc=0.542 auroc=0.542
language_el_pd_ctp_rich: subset=text_plus_pause top_k=5 model=rf:n200 bal_acc=0.525 auroc=0.539
language_el_pd_ctp_rich: subset=text_plus_pause top_k=5 model=svm:linear_c1 bal_acc=0.575 auroc=0.650
language_el_pd_ctp_rich: subset=text_plus_pause top_k=5 model=svm:rbf_c1 bal_acc=0.533 auroc=0.553
language_el_pd_ctp_rich: subset=text_plus_pause top_k=10 model=lr:c1 bal_acc=0.525 auroc=0.617
language_el_pd_ctp_rich: subset=text_plus_pause top_k=10 model=dt:depth20 bal_acc=0.375 auroc=0.375
language_el_pd_ctp_rich: subset=text_plus_pause top_k=10 model=rf:n200 bal_acc=0.592 auroc=0.572
language_el_pd_ctp_rich: subset=text_plus_pause top_k=10 model=svm:linear_c1 bal_acc=0.467 auroc=0.633
language_el_pd_ctp_rich: subset=text_plus_pause top_k=10 model=svm:rbf_c1 bal_acc=0.600 auroc=0.578
language_el_pd_ctp_rich: subset=text_plus_pause top_k=20 model=lr:c1 bal_acc=0.700 auroc=0.678
language_el_pd_ctp_rich: subset=text_plus_pause top_k=20 model=dt:depth20 bal_acc=0.558 auroc=0.558
language_el_pd_ctp_rich: subset=text_plus_pause top_k=20 model=rf:n200 bal_acc=0.658 auroc=0.672
language_el_pd_ctp_rich: subset=text_plus_pause top_k=20 model=svm:linear_c1 bal_acc=0.708 auroc=0.667
language_el_pd_ctp_rich: subset=text_plus_pause top_k=20 model=svm:rbf_c1 bal_acc=0.633 auroc=0.733
language_el_pd_ctp_rich: subset=text_plus_pause top_k=50 model=lr:c1 bal_acc=0.558 auroc=0.567
language_el_pd_ctp_rich: subset=text_plus_pause top_k=50 model=dt:depth20 bal_acc=0.633 auroc=0.633
language_el_pd_ctp_rich: subset=text_plus_pause top_k=50 model=rf:n200 bal_acc=0.617 auroc=0.583
language_el_pd_ctp_rich: subset=text_plus_pause top_k=50 model=svm:linear_c1 bal_acc=0.583 auroc=0.561
language_el_pd_ctp_rich: subset=text_plus_pause top_k=50 model=svm:rbf_c1 bal_acc=0.650 auroc=0.617
language_el_pd_ctp_rich: subset=text_plus_pause top_k=100 model=lr:c1 bal_acc=0.592 auroc=0.533
language_el_pd_ctp_rich: subset=text_plus_pause top_k=100 model=dt:depth20 bal_acc=0.633 auroc=0.633
language_el_pd_ctp_rich: subset=text_plus_pause top_k=100 model=rf:n200 bal_acc=0.650 auroc=0.706
language_el_pd_ctp_rich: subset=text_plus_pause top_k=100 model=svm:linear_c1 bal_acc=0.583 auroc=0.489
language_el_pd_ctp_rich: subset=text_plus_pause top_k=100 model=svm:rbf_c1 bal_acc=0.692 auroc=0.667
language_el_pd_ctp_rich: subset=text_plus_pause top_k=all model=lr:c1 bal_acc=0.592 auroc=0.533
language_el_pd_ctp_rich: subset=text_plus_pause top_k=all model=dt:depth20 bal_acc=0.633 auroc=0.633
language_el_pd_ctp_rich: subset=text_plus_pause top_k=all model=rf:n200 bal_acc=0.683 auroc=0.661
language_el_pd_ctp_rich: subset=text_plus_pause top_k=all model=svm:linear_c1 bal_acc=0.583 auroc=0.489
language_el_pd_ctp_rich: subset=text_plus_pause top_k=all model=svm:rbf_c1 bal_acc=0.692 auroc=0.667
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=5 model=lr:c1 bal_acc=0.525 auroc=0.628
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=5 model=dt:depth20 bal_acc=0.433 auroc=0.433
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=5 model=rf:n200 bal_acc=0.633 auroc=0.544
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:linear_c1 bal_acc=0.575 auroc=0.644
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:rbf_c1 bal_acc=0.533 auroc=0.572
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=10 model=lr:c1 bal_acc=0.533 auroc=0.594
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=10 model=dt:depth20 bal_acc=0.475 auroc=0.475
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=10 model=rf:n200 bal_acc=0.592 auroc=0.461
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:linear_c1 bal_acc=0.500 auroc=0.617
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:rbf_c1 bal_acc=0.633 auroc=0.533
language_el_pd_ctp_rich: subset=text_plus_pause_plus_graph top_k=20 model=lr:c1 bal_acc=0.675 auroc=0.661
