run_name,subset,top_k,num_features,model_family,model_variant,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_en_all_rich,all_universal,10,10,svm,linear_c1,0.666443448944719,0.6711747073936626,0.4745762711864407,0.8583106267029973,0.5185185185185185,0.7185147554611372,0.5313985623830757
language_en_all_rich,text_only,10,10,svm,linear_c1,0.666443448944719,0.6711747073936626,0.4745762711864407,0.8583106267029973,0.5185185185185185,0.7185147554611372,0.5313985623830757
language_en_all_rich,text_plus_pause,10,10,svm,linear_c1,0.666443448944719,0.6711747073936626,0.4745762711864407,0.8583106267029973,0.5185185185185185,0.7185147554611372,0.5313985623830757
language_en_all_rich,text_plus_pause_plus_graph,10,10,svm,linear_c1,0.666443448944719,0.6711747073936626,0.4745762711864407,0.8583106267029973,0.5185185185185185,0.7185147554611372,0.5313985623830757
language_en_all_rich,text_plus_pause_plus_acoustic,10,10,svm,linear_c1,0.666443448944719,0.6711747073936626,0.4745762711864407,0.8583106267029973,0.5185185185185185,0.7185147554611372,0.5313985623830757
language_en_all_rich,all_universal,10,10,lr,c1,0.6659816191751721,0.6586948450980501,0.5254237288135594,0.8065395095367848,0.46616541353383456,0.7521128711956774,0.5556441412689326
language_en_all_rich,text_only,10,10,lr,c1,0.6659816191751721,0.6586948450980501,0.5254237288135594,0.8065395095367848,0.46616541353383456,0.7521128711956774,0.5556441412689326
language_en_all_rich,text_plus_pause,10,10,lr,c1,0.6659816191751721,0.6586948450980501,0.5254237288135594,0.8065395095367848,0.46616541353383456,0.7521128711956774,0.5556441412689326
language_en_all_rich,text_plus_pause_plus_graph,10,10,lr,c1,0.6659816191751721,0.6586948450980501,0.5254237288135594,0.8065395095367848,0.46616541353383456,0.7521128711956774,0.5556441412689326
language_en_all_rich,text_plus_pause_plus_acoustic,10,10,lr,c1,0.6659816191751721,0.6586948450980501,0.5254237288135594,0.8065395095367848,0.46616541353383456,0.7521128711956774,0.5556441412689326
language_en_all_rich,all_universal,10,10,dt,depth20,0.663118274603981,0.6740429133270274,0.4406779661016949,0.885558583106267,0.5531914893617021,0.7141851013716345,0.5097417163019182
language_en_all_rich,text_only,10,10,dt,depth20,0.663118274603981,0.6740429133270274,0.4406779661016949,0.885558583106267,0.5531914893617021,0.7141851013716345,0.5097417163019182
language_en_all_rich,text_plus_pause,10,10,dt,depth20,0.663118274603981,0.6740429133270274,0.4406779661016949,0.885558583106267,0.5531914893617021,0.7141851013716345,0.5097417163019182
language_en_all_rich,text_plus_pause_plus_graph,10,10,dt,depth20,0.663118274603981,0.6740429133270274,0.4406779661016949,0.885558583106267,0.5531914893617021,0.7141851013716345,0.5097417163019182
language_en_all_rich,text_plus_pause_plus_acoustic,10,10,dt,depth20,0.663118274603981,0.6740429133270274,0.4406779661016949,0.885558583106267,0.5531914893617021,0.7141851013716345,0.5097417163019182
language_en_all_rich,all_universal,5,5,lr,c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.7036438368817254,0.4616707704371258
language_en_all_rich,text_only,5,5,lr,c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.7036438368817254,0.4616707704371258
language_en_all_rich,text_plus_pause,5,5,lr,c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.7036438368817254,0.4616707704371258
language_en_all_rich,text_plus_pause_plus_graph,5,5,lr,c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.7036438368817254,0.4616707704371258
language_en_all_rich,text_plus_pause_plus_acoustic,5,5,lr,c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.7036438368817254,0.4616707704371258
language_en_all_rich,all_universal,5,5,svm,linear_c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.6650579596360782,0.46891473487251495
language_en_all_rich,text_only,5,5,svm,linear_c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.6650579596360782,0.46891473487251495
language_en_all_rich,text_plus_pause,5,5,svm,linear_c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.6650579596360782,0.46891473487251495
language_en_all_rich,text_plus_pause_plus_graph,5,5,svm,linear_c1,0.6553941717083083,0.6580493537015276,0.4661016949152542,0.8446866485013624,0.49107142857142855,0.6650579596360782,0.46891473487251495
